ID,Nome,O QUE É,QUANDO SOLICITAR,PÚBLICO-ALVO,REQUISITOS, DOCUMENTOS E INFORMAÇÕES,PRAZO MÁXIMO,TAXAS OU PREÇO PÚBLICO,PRINCIPAIS ETAPAS,LEGISLAÇÃO,OBSERVAÇÕES,ÓRGÃO RESPONSÁVEL,MANIFESTAÇÃO SOBRE O SERVIÇO,Criado em,Atualizado em,LINK,Resumo,Completo,Keywords,OS Anônimo,OS Logado
719,Guias e Postes - Solicitar pintura,"É solicitação para pintura de guias e postes. Atenção: a pintura de postes será feita somente depois da raspagem, retirada de faixas e preparação. O meio-fio de vias tombadas pelo patrimônio histórico não poderão ser pintados.",Quando identificar guias e postes que precisam de pintura.,Qualquer pessoa moradora do município de São Paulo.,Informações necessárias: - Endereço do local; - Descrição da solicitação.,Prazos estabelecidos nos Contratos – A realização deste serviço segue cronograma dos Planos de Trabalho aprovados pela Prefeitura.,"Gratuito. CANAIS PARA SOLICITAR Eletrônico: - Portal de Atendimento SP156. Presencial: - Praças de Atendimento das Subprefeituras (clique aqui para consultar os endereços) ; - Descomplica SP (clique aqui para consultar os endereços das unidades do Descomplica SP) . Atendimento de segunda a sexta-feira, das 8h às 17h. Telefônico: - Central Telefônica 156.","1) Acessar um dos canais de atendimento; 2) Solicitar o serviço preenchendo o formulário com as informações necessárias; 3) A ocorrência é registrada no sistema e encaminhada para as empresas prestadoras dos Serviços de Limpeza Urbana; 4) A fiscalização poderá comparecer ao local para a manutenção das guias e postes; 5) Ao ser concluída, a solicitação apresentará o status ""finalizado"" e a pessoa solicitante receberá e-mail e/ou mensagem de texto no celular informando a conclusão; 6) A qualquer momento a pessoa solicitante que registrou a reclamação nos canais SP156 e Praças de Atendimento das Subprefeituras pode acompanhar o andamento do protocolo na aba “Acompanhe Sua Solicitação” .",- Lei 13.478/02 (link direciona para portal externo). - Contratos firmados entre a Prefeitura de São Paulo e as empresas prestadoras dos serviços de limpeza urbana.,Não há.,Secretaria Executiva de Limpeza Urbana - SELIMP,"Para registrar uma reclamação, denúncia, elogio ou sugestão sobre a prestação deste serviço, entre em contato com a Ouvidoria Geral do Município (OGM): - Fazer uma denuncia na Ouvidoria Geral do Município ; - Fazer um elogio na Ouvidoria Geral do Município ; - Fazer uma sugestão na Ouvidoria Geral do Município ; - Fazer uma reclamação na Ouvidoria Geral do Município . Criado em: 10/04/2018 Atualizado em: 16/05/2022",10/04/2018,16/05/2022,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=719,,,,,
720,Reclamar sobre coleta de lixo domiciliar,É a solicitação para reclamar sobre questões relacionadas aos serviços de coleta pública de lixo domiciliar.,"Quando houver irregularidades na coleta de lixo domiciliar: atraso, ausência de coleta, entre outros.",Toda pessoa que mora no município de São Paulo.,Informações necessárias para solicitação: - Endereço onde o fato aconteceu; - Detalhes sobre a ocorrência (escreva no campo “descrição”).,5 dias.,"Gratuito. CANAIS PARA SOLICITAR Eletrônico: Portal de Atendimento SP156. Presencial: Praças de Atendimento das Subprefeituras (consulte aqui os endereços das Subprefeituras) . Atendimento de segunda a sexta-feira, das 8h às 17h; - Descomplica SP (consulte aqui os endereços das unidades) . Atendimento de segunda a sexta-feira, das 8h às 17h. Telefônico: Central 156.",1) Solicitar o serviço por meio dos canais de atendimento da Prefeitura; 2) A ocorrência registrada no sistema é encaminhada para as empresas prestadoras dos Serviços de Limpeza Urbana para a análise de demais providências; 3) Resposta ao solicitante de 3 a 5 dias e finalização do protocolo.,Lei n° 13.478/02 (link direciona para portal externo) ; Contratos firmados entre a Prefeitura de São Paulo e as empresas prestadoras dos serviços de limpeza urbana.,Não há.,Agência Reguladora de Serviços Públicos do Município de São Paulo - SP Regula,"Para registrar uma reclamação, denúncia, elogio ou sugestão sobre a prestação deste serviço, entre em contato com a Ouvidoria Geral do Município (OGM): - Fazer uma denuncia na Ouvidoria Geral do Município ; - Fazer um elogio na Ouvidoria Geral do Município ; - Fazer uma sugestão na Ouvidoria Geral do Município ; - Fazer uma reclamação na Ouvidoria Geral do Município . Criado em: 10/04/2018 Atualizado em: 03/01/2025",10/04/2018,03/01/2025,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=720,,,,,
722,Manutenção de caminhão de lixo,Serviço responsável pela manutenção de caminhões de coleta de lixo domiciliar.,Quando verificar que o veiculo da empresa prestadora dos serviços de limpeza urbana não está em condições adequadas.,Qualquer pessoa moradora do município de São Paulo.,Informações necessárias para solicitação: - Placa do veículo; - Endereço da ocorrência; - Qual o problema do caminhão; - Descrição da ocorrência.,5 dias.,"Gratuito. CANAIS PARA SOLICITAR O SERVIÇO Eletrônico: - Portal de Atendimento SP156. Presencial: - Praças de Atendimento das Subprefeituras Consulte os endereços das praças de atendimento das Subprefeituras ; - Descomplica SP - Atendimento de segunda a sexta-feira, das 8h às 17h – Consulte os endereços das unidades do Descomplica SP . Telefônico: - Central Telefônica 156.","1) Realizar a reclamação por meio de algum dos canais de atendimento; 2) A ocorrência registrada no sistema é encaminhada para as empresas prestadoras dos Serviços de Limpeza Urbana para a análise; 3) A Fiscalização da Prefeitura poderá comparecer ao local para avaliar a situação e tomar as medidas necessárias para solucionar o problema; 4) A qualquer momento a pessoa solicitante que registrou a solicitação no Portal SP156 pode acompanhar o andamento do protocolo em um dos canais SP156 ( acompanhar o protocolo da solicitação no Portal SP156 ) ; 5) Ao ser concluída, a solicitação apresentará o status ""finalizado"" e a pessoa solicitante receberá e-mail e/ou mensagem de texto no celular informando a conclusão.",Lei 13.478/02 (link direciona para portal externo) ; Contratos firmados entre a PMSP e as empresas prestadoras dos serviços de limpeza urbana.,Não há.,Autoridade Municipal de Limpeza Urbana - Amlurb,"Para registrar uma reclamação, denúncia, elogio ou sugestão sobre a prestação deste serviço, entre em contato com a Ouvidoria Geral do Município (OGM) : - Fazer uma denúncia na Ouvidoria Geral do Município ; - Fazer um elogio na Ouvidoria Geral do Município ; - Fazer uma sugestão na Ouvidoria Geral do Município ; - Fazer uma reclamação na Ouvidoria Geral do Município . Criado em: 10/04/2018 Atualizado em: 14/02/2020",10/04/2018,14/02/2020,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=722,,,,,
724,Remoção de contêiner para coleta de lixo domiciliar,Solicitação de remoção de contêiner de coleta de lixo domiciliar.,Quando houver contêiner de coleta de lixo domiciliar causando problemas ou transtornos e sua retirada seja consenso entre os moradores locais.,Qualquer pessoa moradora do município de São Paulo.,Informações necessárias para solicitação : - Endereço da ocorrência; - Descrição da ocorrência.,3 a 5 dias.,"Gratuito. CANAIS PARA SOLICITAR Eletrônico : Portal de Atendimento SP156. Presencial : - Praças de Atendimento das Subprefeituras - Consulte os endereços das praças de atendimento das Subprefeituras. - Descomplica SP - Atendimento de segunda a sexta-feira, das 8h às 17h – Consulte os endereços de atendimento do Descomplica SP. Telefônico : - Central Telefônica 156.","1) Acessar um dos canais de atendimento; 2) Solicitar o serviço preenchendo o formulário com as informações necessárias; 3) A ocorrência é encaminhada para as empresas prestadoras dos Serviços de Limpeza Urbana; 4) Ao ser concluída a solicitação apresentará o status ""finalizado"" e a pessoa solicitante receberá e-mail e/ou mensagem de texto no celular informando a conclusão. *A qualquer momento a pessoa solicitante que registrou a reclamação nos canais SP156 e Praças de Atendimento das Subprefeituras pode acompanhar o andamento do protocolo em um dos canais SP156. Acompanhe sua solicitação por meio do portal SP156.",Lei 13.478/02 (link direciona para portal externo) ; Contratos firmados entre a PMSP e as empresas prestadoras dos serviços de limpeza urbana.,Não há.,SP Regula - Agência Reguladora de Serviços Públicos do Município de São Paulo.,"Para registrar uma reclamação, denúncia, elogio ou sugestão sobre a prestação deste serviço, entre em contato com a Ouvidoria Geral do Município (OGM): - Fazer uma denúncia na Ouvidoria Geral do Município ; - Fazer um elogio na Ouvidoria Geral do Município ; - Fazer uma sugestão na Ouvidoria Geral do Município ; - Fazer uma reclamação na Ouvidoria Geral do Município . Criado em: 10/04/2018 Atualizado em: 14/02/2020",10/04/2018,14/02/2020,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=724,,,,,
726,Reclamações sobre coleta de resíduos de serviços de saúde,"Reclamação de irregularidades na coleta de resíduos de serviço de saúde (resíduos de consultórios, clínicas, hospitais, etc.).",Quando houver irregularidades na coleta de resíduos de serviço de saúde.,Qualquer pessoa moradora do município de São Paulo.,"Informações necessárias para solicitação : - Endereço da ocorrência; - Tipo de reclamação (ausência da coleta, atraso na coleta etc.); - Descrição da ocorrência.",5 dias.,"Gratuito. CANAIS PARA SOLICITAR O SERVIÇO Eletrônico : - Portal de Atendimento SP156. Presencial : - Praças de Atendimento das Subprefeituras – Consulte os endereços das praças de atendimento das Subprefeituras ; - Descomplica SP - Atendimento de segunda a sexta-feira, das 8h às 17h – Consulte os endereços de atendimento do Descomplica SP . Telefônico : - Central Telefônica 156.","1) Acessar um dos canais de atendimento; 2) Solicitar o serviço preenchendo o formulário com as informações necessárias; 3) A ocorrência é encaminhada para as empresas prestadoras dos Serviços de Limpeza Urbana; 4) O agente vistor comparece ao local e realiza verificação e demais medidas necessárias (orientação, notificação e multa); 5) Ao ser concluída a solicitação apresentará o status ""finalizado"" e a pessoa solicitante receberá e-mail e/ou mensagem de texto no celular informando a conclusão. *A qualquer momento a pessoa solicitante que registrou a reclamação nos canais SP156 e Praças de Atendimento das Subprefeituras pode acompanhar o andamento do protocolo em um dos canais SP156. Acompanhe sua solicitação por meio do portal SP156.",Lei 13.478/02 (link direciona para portal externo) ; Contratos firmados entre a Prefeitura de São Paulo e as empresas prestadoras dos serviços de limpeza urbana.,Não há.,SP Regula - Agência Reguladora de Serviços Públicos do Município de São Paulo.,"Para registrar uma reclamação, denúncia, elogio ou sugestão sobre a prestação deste serviço, entre em contato com a Ouvidoria Geral do Município (OGM): - Fazer uma denúncia na Ouvidoria Geral do Município ; - Fazer um elogio na Ouvidoria Geral do Município ; - Fazer uma sugestão na Ouvidoria Geral do Município ; - Fazer uma reclamação na Ouvidoria Geral do Município . Criado em: 10/04/2018 Atualizado em: 13/06/2023",10/04/2018,13/06/2023,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=726,,,,,
727,Solicitar manutenção de caminhão de lixo,É o pedido para manutenção de caminhões de coleta de resíduos de serviços da saúde. O serviço deve ser solicitado após notar que o veículo não está em condições adequadas para prestar o serviço.,Quando verificar que o veículo da empresa prestadora dos serviços de limpeza urbana não está em condições adequadas.,Qualquer pessoa moradora do município de São Paulo.,"Informações necessárias para solicitação: - Endereço onde o fato aconteceu (local em que você viu o caminhão); - Qual é o problema do caminhão; - Descrição da ocorrência (dia da semana, horário, acontecimento e etc).",3 a 5 dias.,"Gratuito. CANAIS PARA SOLICITAR O SERVIÇO Eletrônico: - Portal de Atendimento SP156. Presencial: - Praças de Atendimento das Subprefeituras (consulte os endereços das praças de atendimento das Subprefeituras) ; - Descomplica SP (consulte os endereços das unidades do Descomplica SP) . Atendimento de segunda a sexta-feira, das 8h às 17h. Telefônico: - Central Telefônica 156.","1) Realizar a reclamação por meio de algum dos canais de atendimento da Prefeitura; 2) A ocorrência é registrada no sistema e encaminhada para as empresas prestadoras dos Serviços de Limpeza Urbana para a análise de demais providências para sanar o problema; 3) A Fiscalização da Prefeitura poderá comparecer ao local para avaliar a situação e tomar as medidas necessárias para solucionar o problema; 4) A qualquer momento a pessoa solicitante que registrou a solicitação no Portal SP156 pode acompanhar o andamento do protocolo em um dos canais SP156 (para acompanhar o protocolo da solicitação no Portal SP156, clique aqui) ; 5) Ao ser concluída, a solicitação apresentará o status ""finalizado"" e a pessoa solicitante receberá e-mail e/ou mensagem de texto no celular informando a conclusão.",Lei n° 13.478/02 (link direciona para portal externo) ; Contratos firmados entre a Prefeitura de São Paulo e as empresas prestadoras dos serviços de limpeza urbana.,Não há.,Agência Reguladora de Serviços Públicos do Município de São Paulo - SP Regula,"Para registrar uma reclamação, denúncia, elogio ou sugestão sobre a prestação deste serviço, entre em contato com a Ouvidoria Geral do Município (OGM): - Fazer uma denuncia na Ouvidoria Geral do Município ; - Fazer um elogio na Ouvidoria Geral do Município ; - Fazer uma sugestão na Ouvidoria Geral do Município ; - Fazer uma reclamação na Ouvidoria Geral do Município . Criado em: 10/04/2018 Atualizado em: 15/06/2023",10/04/2018,15/06/2023,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=727,,,,,
721,Lixo domiciliar – Denunciar colocação de lixo fora do horário de coleta,"É a denúncia do descarte de lixo domiciliar fora do horário da coleta adequada. A pessoa denunciada será orientada sobre a forma correta de descarte do lixo. Caso a pessoa seja pego em flagrante, será autuada.","Em qualquer momento, quando a pessoa verificar descarte de lixo domiciliar em dia ou horário inadequado e quiser fazer uma denúncia.",Qualquer pessoa.,Informações necessárias para solicitação: - Endereço da ocorrência.,30 dias.,"Gratuito. CANAIS PARA SOLICITAR Eletrônico: - Portal de Atendimento SP156. Presencial: - Praças de Atendimento das Subprefeituras (consulte os endereços das praças de atendimento das Subprefeituras) ; - Descomplica SP (consulte os endereços de atendimento do Descomplica SP . Atendimento de segunda a sexta-feira, das 8h às 17h. Telefônico: - Central Telefônica 156.","1) Acessar um dos canais para registrar a denúncia, com as informações necessárias; 2) A ocorrência registrada no sistema é encaminhada para a Fiscalização da AMLURB (Autoridade Municipal de Limpeza Urbana) 3) Após a análise, um agente da AMLURB comparece ao local da ocorrência verificar e tomar as providências necessárias; 4) A qualquer momento a pessoa solicitante que registrou a solicitação no Portal SP156 pode acompanhar o andamento do protocolo em um dos canais SP156 (acompanhar o protocolo da solicitação no Portal SP156); 5) Ao ser concluída, a solicitação apresentará o status ""finalizado"" e a pessoa solicitante receberá e-mail e/ou mensagem de texto no celular informando a conclusão.",Lei 13.478/02 (link direciona para portal externo).,Não há.,Agência Reguladora de Serviços Públicos do Município de São Paulo - SP Regula,"Para registrar uma reclamação, denúncia, elogio ou sugestão sobre a prestação deste serviço, entre em contato com a Ouvidoria Geral do Município (OGM): - Fazer uma denuncia na Ouvidoria Geral do Município ; - Fazer um elogio na Ouvidoria Geral do Município ; - Fazer uma sugestão na Ouvidoria Geral do Município ; - Fazer uma reclamação na Ouvidoria Geral do Município . Criado em: 21/05/2018 Atualizado em: 15/06/2023",21/05/2018,15/06/2023,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=721,,,,,
725,Nome não encontrado,,,,,,,,,,,,,,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=725,,,,,
723,Instalação de contêiner para coleta de lixo domiciliar,"Solicitação de implantação de contêiner para colocação de resíduos domiciliares, onde não é possível a coleta porta a porta.","Quando não for possível a coleta de lixo domiciliar porta a porta. Em locais de difícil acesso, onde o caminhão da coleta não consegue transitar. Exemplos: Vielas, Comunidades, Favelas ou Núcleos Habitacionais de difícil acesso, Ruas sem saída).",Qualquer pessoa moradora do município de São Paulo.,Informações necessárias para solicitação: - Endereço completo da solicitação; - Detalhes da ocorrência.,5 dias.,"Gratuito CANAIS PARA SOLICITAR O SERVIÇO Eletrônico: Portal de Atendimento SP156. Presencial: Praças de Atendimento das Subprefeituras - Atendimento de segunda a sexta-feira, das 8h às 17h – Consulte os endereços das Praças de Atendimento das Subprefeituras Descomplica SP - Atendimento de segunda a sexta-feira, das 8h às 17h – Consulte os endereços das unidades do Descomplica SP . Telefônico: Central SP156.",1) Acessar um dos canais de atendimento; 2) Solicitar o serviço preenchendo o formulário com as informações necessárias; 3) A ocorrência é encaminhada para as empresas prestadoras dos Serviços de Limpeza Urbana. 4) Acompanhar o andamento da solicitação por meio do número de protocolo no Portal SP156 ou pela central telefônica SP156.,Lei 13.478/02 (link direciona para portal externo) .,Não há.,SP Regula - Agência Reguladora de Serviços Públicos do Município de São Paulo.,"Para registrar uma reclamação, denúncia, elogio ou sugestão sobre a prestação deste serviço, entre em contato com a Ouvidoria Geral do Município (OGM): - Fazer uma denúncia na Ouvidoria Geral do Município ; - Fazer um elogio na Ouvidoria Geral do Município ; - Fazer uma sugestão na Ouvidoria Geral do Município ; - Fazer uma reclamação na Ouvidoria Geral do Município . Criado em: 10/04/2018 Atualizado em: 30/04/2024",10/04/2018,30/04/2024,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=723,,,,,
730,Manutenção de contêiner de resíduos do serviço de saúde,Solicitação de manutenção ou troca de contêiner de resíduos de serviço de saúde que estiver quebrado ou com outro tipo de dano.,Quando houver contêiner de resíduos de serviço de saúde quebrado ou com outro tipo de dano que torne necessária sua manutenção. PÚBLICO-ALVO Qualquer pessoa moradora do município de São Paulo.,Qualquer pessoa moradora do município de São Paulo.,Informações necessárias para solicitação: - Endereço de instalação do contêiner; - Descrição do problema.,5 dias.,"Gratuito. CANAIS PARA SOLICITAR O SERVIÇO Eletrônico: - Portal de Atendimento SP156 Presencial: - Praças de Atendimento das Subprefeituras – Consulte os endereços das praças de atendimento das Subprefeituras. - Descomplica SP - Atendimento de segunda a sexta-feira, das 8h às 17h – Consulte os endereços das unidades do Descomplica SP. Telefônico: - Central Telefônica 156.","1) Acessar um dos canais de atendimento; 2) Solicitar o serviço preenchendo o formulário com as informações necessárias; 3) A ocorrência é encaminhada para as empresas prestadoras dos Serviços de Limpeza Urbana; 4) Ao ser concluída a solicitação apresentará o status ""finalizado"" e a pessoa solicitante receberá e-mail e/ou mensagem de texto no celular informando a conclusão. *A qualquer momento a pessoa solicitante que registrou a reclamação nos canais SP156 e Praças de Atendimento das Subprefeituras pode acompanhar o andamento do protocolo em um dos canais SP156. Acompanhe sua solicitação por meio do portal SP156.",Lei 13.478/02 (link direciona para portal externo) ; Contratos firmados entre a Prefeitura Municipal de São Paulo e as empresas prestadoras dos serviços de limpeza urbana.,Não há.,SP Regula - Agência Reguladora de Serviços Públicos do Município de São Paulo.,"Para registrar uma reclamação, denúncia, elogio ou sugestão sobre a prestação deste serviço, entre em contato com a Ouvidoria Geral do Município (OGM): - Fazer uma denúncia na Ouvidoria Geral do Município ; - Fazer um elogio na Ouvidoria Geral do Município ; - Fazer uma sugestão na Ouvidoria Geral do Município ; - Fazer uma reclamação na Ouvidoria Geral do Município . Criado em: 10/04/2018 Atualizado em: 13/06/2023",10/04/2018,13/06/2023,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=730,,,,,
728,Denunciar estabelecimento gerador de resíduos de saúde não cadastrado,Denúncia de estabelecimento gerador de resíduos de saúde/infectantes (sacos brancos) que faz o descarte na coleta comum ou que não possui cadastro.,Quando um estabelecimento de saúde que gera resíduos infectantes fizer seus descartes de lixo em locais de coleta comum.,Qualquer pessoa moradora do município de São Paulo.,Informações necessárias para solicitação: - Endereço da ocorrência; - Detalhes da ocorrência; - Nome do denunciado.,30 dias.,"Gratuito. CANAIS PARA SOLICITAR Eletrônico: - Portal de Atendimento SP156. Presencial: - Praças de Atendimento das Subprefeituras (clique aqui para consultar os endereços das Praças de Atendimento das Subprefeituras ). Atendimento de segunda a sexta-feira, das 8h às 17h. - Descomplica SP (clique aqui para consultar os endereços das unidades do Descomplica SP) . Atendimento de segunda a sexta-feira, das 8h às 17h. Telefônico: Central 156.","1) Acessar um dos canais de atendimento; 2) Solicitar o serviço preenchendo o formulário com as informações necessárias; 3) A ocorrência é encaminhada para as empresas prestadoras dos serviços de Limpeza Urbana; 4) O agente vistor (profissionais de fiscalização) comparece ao local e verifica demais medidas necessárias (orientação, notificação e multa); 5) Acompanhar o andamento da solicitação por meio do número de protocolo no Portal SP156 ou na Central telefônica SP156.",Lei 13.478/02 (link direciona para portal externo) .,Não há.,Agência Reguladora de Serviços Públicos do Município de São Paulo - SP Regula,"Para registrar uma reclamação, denúncia, elogio ou sugestão sobre a prestação deste serviço, entre em contato com a Ouvidoria Geral do Município (OGM): - Fazer uma denuncia na Ouvidoria Geral do Município ; - Fazer um elogio na Ouvidoria Geral do Município ; - Fazer uma sugestão na Ouvidoria Geral do Município ; - Fazer uma reclamação na Ouvidoria Geral do Município . Criado em: 21/05/2018 Atualizado em: 15/06/2023",21/05/2018,15/06/2023,https://sp156.prefeitura.sp.gov.br/portal/servicos/informacao?servico=728,,,,,
